#,Entries,Last Submission UTC (Best − Last Submission),Score,Team Name  * in the money,slug,Δ1d,Δ1w,Δ5d
13.0,55.0,"Fri, 09 Sep 2016 12:23:47  (-42.1h)",0.25703000000000004,odjansse,bosch-production-line-performance,,,↓6
14.0,4.0,"Sat, 27 Aug 2016 19:03:14",0.25701,Michael Wallin,bosch-production-line-performance,,,↓8
15.0,8.0,"Thu, 08 Sep 2016 15:32:33  (-4.7d)",0.2561,RaginCajun  Yamini  PrakashSubedi,bosch-production-line-performance,,,↓6
16.0,43.0,"Fri, 09 Sep 2016 10:07:22",0.25495,koneessa on vika,bosch-production-line-performance,,,—
17.0,39.0,"Thu, 08 Sep 2016 12:18:33  (-6.2h)",0.25461999999999996,zombozi,bosch-production-line-performance,,,↑4
18.0,10.0,"Wed, 07 Sep 2016 14:42:13  (-2.2h)",0.25364000000000003,Mathurin Aché,bosch-production-line-performance,,,↑53
19.0,38.0,"Thu, 08 Sep 2016 18:39:07  (-8d)",0.25359,mongoose  farstar  YoungchulPark,bosch-production-line-performance,,,↓9
20.0,15.0,"Thu, 01 Sep 2016 03:03:20  (-23.7h)",0.25284,pim,bosch-production-line-performance,,,↓9
21.0,6.0,"Wed, 07 Sep 2016 17:24:27  (-0.5h)",0.25284,nhlx5haze,bosch-production-line-performance,,,new
22.0,16.0,"Thu, 01 Sep 2016 21:45:03",0.25278,renFLU,bosch-production-line-performance,,,↓10
23.0,36.0,"Fri, 09 Sep 2016 12:26:25",0.2521,ivo,bosch-production-line-performance,,,↑8
24.0,8.0,"Wed, 07 Sep 2016 22:03:39  (-23.9h)",0.25206999999999996,Christian Hirsch,bosch-production-line-performance,,,↓11
25.0,6.0,"Thu, 01 Sep 2016 18:39:26  (-7.3h)",0.25151,Paweł,bosch-production-line-performance,,,↓11
26.0,17.0,"Wed, 07 Sep 2016 15:23:12  (-9d)",0.25146,PiotrLewanda,bosch-production-line-performance,,,↓11
27.0,6.0,"Mon, 05 Sep 2016 07:37:29  (-0.1h)",0.25067,markoesa,bosch-production-line-performance,,,↑20
28.0,27.0,"Wed, 07 Sep 2016 19:52:32",0.24863000000000002,bosch@gk,bosch-production-line-performance,,,↓8
29.0,14.0,"Sun, 28 Aug 2016 16:55:20  (-1.1h)",0.24759,Igor Pasechnik,bosch-production-line-performance,,,↓11
30.0,12.0,"Fri, 09 Sep 2016 06:57:11  (-9.6d)",0.24702,Vasili Shushval,bosch-production-line-performance,,,↓11
31.0,38.0,"Fri, 09 Sep 2016 05:32:54  (-6d)",0.24205,m9798760,bosch-production-line-performance,,,↓9
32.0,20.0,"Fri, 09 Sep 2016 18:20:48  (-9.4d)",0.24174,Allenbj,bosch-production-line-performance,,,↓9
33.0,11.0,"Tue, 30 Aug 2016 21:24:00  (-7.4d)",0.2413,michfeld,bosch-production-line-performance,,,↓9
34.0,12.0,"Fri, 09 Sep 2016 17:21:25  (-3.4h)",0.24076999999999998,hamelg,bosch-production-line-performance,,,new
35.0,3.0,"Tue, 30 Aug 2016 05:42:04",0.24001999999999998,lewis,bosch-production-line-performance,,,↓10
36.0,5.0,"Tue, 30 Aug 2016 15:53:07",0.23956,Panos,bosch-production-line-performance,,,↓10
37.0,9.0,"Fri, 09 Sep 2016 10:17:48  (-23.8h)",0.23926999999999998,Michael J. Sabal,bosch-production-line-performance,,,↓5
38.0,28.0,"Fri, 09 Sep 2016 09:09:57  (-23.1h)",0.23751,Doron,bosch-production-line-performance,,,↑91
39.0,5.0,"Sat, 20 Aug 2016 21:56:43",0.23745,New Model Army  Konrad Banachewicz  Mike Pearmain,bosch-production-line-performance,,,↓12
40.0,6.0,"Wed, 07 Sep 2016 13:31:35  (-13d)",0.23711,Silogram,bosch-production-line-performance,,,↓12
41.0,7.0,"Fri, 09 Sep 2016 16:00:59  (-1.2h)",0.23701999999999998,GreatDataAnalyst,bosch-production-line-performance,,,new
42.0,5.0,"Thu, 01 Sep 2016 07:42:25  (-1.5h)",0.23453000000000002,Alexandre Araujo,bosch-production-line-performance,,,↓13
43.0,8.0,"Thu, 01 Sep 2016 10:35:46  (-10.9d)",0.2341,Sterby,bosch-production-line-performance,,,↓13
44.0,20.0,"Fri, 09 Sep 2016 16:31:27  (-11.9h)",0.22924,phung huynh xuan,bosch-production-line-performance,,,↑10
45.0,49.0,"Wed, 07 Sep 2016 10:11:56  (-15.4d)",0.22876999999999997,Bojan Tunguz,bosch-production-line-performance,,,↓12
46.0,7.0,"Tue, 06 Sep 2016 13:49:54  (-4.1h)",0.22829000000000002,Rangel Dokov,bosch-production-line-performance,,,new
47.0,3.0,"Sat, 27 Aug 2016 14:17:58",0.22771,Praveen Adepu,bosch-production-line-performance,,,↓13
48.0,12.0,"Fri, 09 Sep 2016 21:55:17  (-10.9d)",0.22749,younesskatraoui,bosch-production-line-performance,,,↓13
49.0,49.0,"Tue, 06 Sep 2016 01:30:45  (-6.9d)",0.22741999999999998,quadcore,bosch-production-line-performance,,,↓13
50.0,12.0,"Fri, 02 Sep 2016 09:14:49",0.22728,aleino,bosch-production-line-performance,,,↓13
51.0,5.0,"Fri, 09 Sep 2016 14:11:06",0.22666999999999998,SonamSingh,bosch-production-line-performance,,,new
52.0,3.0,"Sat, 03 Sep 2016 13:14:59",0.22625,Citrinitas,bosch-production-line-performance,,,↓14
53.0,18.0,"Wed, 31 Aug 2016 03:03:25  (-5.7d)",0.22436,Arti163pl,bosch-production-line-performance,,,↓14
54.0,8.0,"Sun, 04 Sep 2016 20:31:35",0.22424000000000002,Jozsi,bosch-production-line-performance,,,↓14
55.0,9.0,"Fri, 02 Sep 2016 04:08:38  (-46.8h)",0.223,Jussi Määttä,bosch-production-line-performance,,,↓14
56.0,5.0,"Tue, 06 Sep 2016 12:58:58  (-19h)",0.2229,alc1,bosch-production-line-performance,,,↓12
57.0,14.0,"Sun, 04 Sep 2016 20:02:24  (-14.8d)",0.22029,Russ Boucher,bosch-production-line-performance,,,↓15
58.0,40.0,"Fri, 09 Sep 2016 00:59:56  (-36.6h)",0.21911,Wild_Fire  Dalaska  Harry,bosch-production-line-performance,,,↓8
59.0,9.0,"Wed, 07 Sep 2016 21:19:45  (-10d)",0.21909,MockTurtle,bosch-production-line-performance,,,↓16
60.0,14.0,"Thu, 08 Sep 2016 08:20:38",0.21708000000000002,Ginga,bosch-production-line-performance,,,↑21
61.0,40.0,"Sat, 03 Sep 2016 19:07:02",0.21595,Matt Stroganov,bosch-production-line-performance,,,↓16
62.0,11.0,"Wed, 31 Aug 2016 20:16:11  (-1.6h)",0.2159,Tim Leathart,bosch-production-line-performance,,,↓16
63.0,1.0,"Thu, 08 Sep 2016 16:25:34",0.21547,Lawrence Wu,bosch-production-line-performance,,,new
64.0,1.0,"Fri, 09 Sep 2016 06:44:42",0.21473000000000003,BalajiAnandan,bosch-production-line-performance,,,new
65.0,3.0,"Sun, 04 Sep 2016 22:22:00  (-3.4d)",0.21445,TarunParmar,bosch-production-line-performance,,,↓17
66.0,2.0,"Sun, 04 Sep 2016 18:12:53",0.21373000000000003,Station32,bosch-production-line-performance,,,↓17
67.0,25.0,"Fri, 09 Sep 2016 12:27:15",0.21203000000000002,YuyaYamamoto,bosch-production-line-performance,,,↑2
68.0,7.0,"Tue, 30 Aug 2016 05:54:37  (-13.2h)",0.21186,addiction,bosch-production-line-performance,,,↓17
69.0,16.0,"Sun, 04 Sep 2016 19:11:35  (-4.1d)",0.21183000000000002,MartinLumiste,bosch-production-line-performance,,,↓17
70.0,15.0,"Thu, 08 Sep 2016 13:54:20  (-40.1h)",0.21176999999999999,y,bosch-production-line-performance,,,new
71.0,6.0,"Tue, 23 Aug 2016 19:20:07  (-4.9d)",0.2117,Alexandru Papiu,bosch-production-line-performance,,,↓18
72.0,38.0,"Tue, 30 Aug 2016 07:59:16  (-2.7d)",0.21126,Dimitris Leventis,bosch-production-line-performance,,,↓17
73.0,5.0,"Sat, 27 Aug 2016 17:40:53  (-3.2h)",0.21099,Siddharth Chandrakant,bosch-production-line-performance,,,↓17
74.0,15.0,"Tue, 06 Sep 2016 18:28:53  (-19.2h)",0.21081999999999998,Numerical Methodical,bosch-production-line-performance,,,↓12
75.0,18.0,"Sun, 04 Sep 2016 07:45:05  (-4.7d)",0.20925,leochu,bosch-production-line-performance,,,↓18
76.0,5.0,"Tue, 06 Sep 2016 06:59:10  (-3.5d)",0.20884,yoctofoot,bosch-production-line-performance,,,↓18
77.0,6.0,"Fri, 09 Sep 2016 08:48:00  (-7d)",0.20856,KotánGergely,bosch-production-line-performance,,,↓18
78.0,6.0,"Wed, 07 Sep 2016 13:09:41  (-10.3h)",0.20770999999999998,Dave Hurst,bosch-production-line-performance,,,new
79.0,7.0,"Fri, 09 Sep 2016 17:04:55",0.20744,bestfitting,bosch-production-line-performance,,,new
80.0,5.0,"Mon, 29 Aug 2016 06:24:56",0.20743000000000003,Terje,bosch-production-line-performance,,,↓20
81.0,19.0,"Wed, 07 Sep 2016 17:27:02  (-24.2h)",0.20653000000000002,mrxnew,bosch-production-line-performance,,,↓13
82.0,6.0,"Tue, 06 Sep 2016 17:54:09  (-27.7h)",0.20651999999999998,yarenty,bosch-production-line-performance,,,new
83.0,12.0,"Wed, 31 Aug 2016 22:23:22",0.20457,amezet,bosch-production-line-performance,,,↓22
84.0,9.0,"Wed, 07 Sep 2016 08:35:09",0.20378,blizzard,bosch-production-line-performance,,,↑3
85.0,1.0,"Tue, 23 Aug 2016 18:15:54",0.20240999999999998,pbys,bosch-production-line-performance,,,↓22
86.0,18.0,"Thu, 01 Sep 2016 03:42:16  (-37.8h)",0.20203,Hotei,bosch-production-line-performance,,,↓22
87.0,7.0,"Fri, 09 Sep 2016 02:40:13  (-3d)",0.20178,BOSHI  xyz  Jerry Chen,bosch-production-line-performance,,,↑5
88.0,19.0,"Wed, 07 Sep 2016 08:12:33  (-6.7d)",0.20172,cyberduck,bosch-production-line-performance,,,↓23
89.0,5.0,"Mon, 05 Sep 2016 22:40:00  (-2.4h)",0.20135999999999998,Ahmet Özdemir,bosch-production-line-performance,,,new
90.0,5.0,"Thu, 08 Sep 2016 03:18:39  (-8.3d)",0.20065999999999998,ByronW,bosch-production-line-performance,,,↓24
91.0,6.0,"Fri, 09 Sep 2016 02:42:52  (-45.5h)",0.20019,Ambareesh Prakash,bosch-production-line-performance,,,↓7
92.0,2.0,"Wed, 24 Aug 2016 17:09:02",0.1989,Nibbor,bosch-production-line-performance,,,↓25
93.0,2.0,"Wed, 24 Aug 2016 03:01:40",0.19692,dalgacik,bosch-production-line-performance,,,↓23
94.0,7.0,"Thu, 25 Aug 2016 20:28:58",0.1958,Philipp Schmidt,bosch-production-line-performance,,,↓22
95.0,1.0,"Thu, 01 Sep 2016 13:23:10",0.19539,<<<LEE>>>,bosch-production-line-performance,,,↓22
96.0,4.0,"Mon, 29 Aug 2016 19:37:58  (-0.1h)",0.19455999999999998,SalvadorDali,bosch-production-line-performance,,,↓22
97.0,2.0,"Sat, 03 Sep 2016 03:53:11  (-1.4h)",0.19454000000000002,Melinda Smith,bosch-production-line-performance,,,↓22
98.0,10.0,"Fri, 09 Sep 2016 05:32:34  (-8d)",0.19413,John Savage,bosch-production-line-performance,,,↓22
99.0,8.0,"Fri, 09 Sep 2016 10:38:16  (-0.5h)",0.19394,Joseph O'Connor,bosch-production-line-performance,,,new
100.0,9.0,"Thu, 01 Sep 2016 11:26:34  (-17.1h)",0.19213,Anil Narassiguin,bosch-production-line-performance,,,↓22
101.0,31.0,"Thu, 08 Sep 2016 13:57:58  (-2.9d)",0.19137,olegpolivin,bosch-production-line-performance,,,↑40
102.0,10.0,"Fri, 09 Sep 2016 03:19:39  (-16.7h)",0.1913,alan215m,bosch-production-line-performance,,,new
103.0,3.0,"Fri, 09 Sep 2016 14:16:16  (-23.4h)",0.19043,clustifier,bosch-production-line-performance,,,new
104.0,1.0,"Fri, 09 Sep 2016 04:03:57",0.18972,Dan Kolbman,bosch-production-line-performance,,,new
105.0,8.0,"Thu, 01 Sep 2016 02:57:23  (-2.2h)",0.18952,kaiwang0112006,bosch-production-line-performance,,,↓26
106.0,16.0,"Thu, 25 Aug 2016 20:13:58  (-12.5h)",0.18942,DL,bosch-production-line-performance,,,↓26
107.0,2.0,"Thu, 18 Aug 2016 00:37:28",0.188,bigd,bosch-production-line-performance,,,↓25
108.0,1.0,"Tue, 06 Sep 2016 23:23:38",0.18763,Alchemist,bosch-production-line-performance,,,new
109.0,6.0,"Thu, 01 Sep 2016 20:07:37  (-8.8h)",0.18704,tomek,bosch-production-line-performance,,,↓26
110.0,2.0,"Thu, 01 Sep 2016 12:23:18",0.18617999999999998,Thibault Vatter,bosch-production-line-performance,,,↓25
111.0,4.0,"Mon, 05 Sep 2016 22:29:22  (-14.8d)",0.1855,rka1,bosch-production-line-performance,,,↓25
112.0,12.0,"Tue, 30 Aug 2016 07:37:24  (-20.8h)",0.18495999999999999,Gerome Pistre,bosch-production-line-performance,,,↓24
113.0,9.0,"Fri, 19 Aug 2016 01:04:59",0.18474000000000002,mlandry,bosch-production-line-performance,,,↓24
114.0,1.0,"Fri, 02 Sep 2016 07:03:15",0.18329,bm,bosch-production-line-performance,,,↓24
115.0,2.0,"Tue, 30 Aug 2016 13:55:06",0.18278,Niko,bosch-production-line-performance,,,↓24
116.0,2.0,"Mon, 05 Sep 2016 21:56:17",0.18269000000000002,JeffH,bosch-production-line-performance,,,↑97
117.0,10.0,"Fri, 26 Aug 2016 02:41:55  (-3.8d)",0.17979,Matthias Granberry,bosch-production-line-performance,,,↓24
118.0,6.0,"Mon, 29 Aug 2016 12:52:07",0.17884,Yair Beer,bosch-production-line-performance,,,↓24
119.0,4.0,"Fri, 09 Sep 2016 10:15:27  (-2.5d)",0.17870999999999998,Maxwell,bosch-production-line-performance,,,↓3
120.0,5.0,"Tue, 06 Sep 2016 14:15:04",0.17739000000000002,Glimmung,bosch-production-line-performance,,,↓15
121.0,40.0,"Wed, 31 Aug 2016 13:34:05",0.17727,donf,bosch-production-line-performance,,,↓26
122.0,8.0,"Wed, 31 Aug 2016 09:01:52  (-18.3h)",0.17682,Дмитрий Мусин,bosch-production-line-performance,,,↓26
123.0,3.0,"Mon, 22 Aug 2016 18:55:19",0.17602,mips88,bosch-production-line-performance,,,↓26
124.0,22.0,"Tue, 06 Sep 2016 12:55:17",0.17578,Elena Cuoco,bosch-production-line-performance,,,↓16
125.0,3.0,"Sat, 27 Aug 2016 10:18:18  (-38.8h)",0.17529,yafokg,bosch-production-line-performance,,,↓27
126.0,2.0,"Thu, 01 Sep 2016 03:26:51",0.1748,Zak (Zhen) Hou,bosch-production-line-performance,,,↓27
127.0,5.0,"Wed, 07 Sep 2016 01:39:33",0.1739,U023,bosch-production-line-performance,,,new
128.0,2.0,"Tue, 30 Aug 2016 13:14:22",0.17351,FilouWS,bosch-production-line-performance,,,↓28
129.0,10.0,"Wed, 07 Sep 2016 13:53:12  (-6.4d)",0.17347,Mark Peng,bosch-production-line-performance,,,↓28
130.0,1.0,"Fri, 09 Sep 2016 02:29:05",0.17305,Timur Islamov,bosch-production-line-performance,,,new
131.0,10.0,"Thu, 01 Sep 2016 13:17:06  (-5.2h)",0.17302,Andrei Gorchakov,bosch-production-line-performance,,,↓29
132.0,3.0,"Thu, 25 Aug 2016 20:58:55",0.17240999999999998,JonathanR,bosch-production-line-performance,,,↓29
133.0,19.0,"Fri, 09 Sep 2016 19:05:55  (-3.1d)",0.17074,Diogo,bosch-production-line-performance,,,↓26
134.0,4.0,"Fri, 02 Sep 2016 00:49:18",0.16843,TanHan,bosch-production-line-performance,,,↓30
135.0,16.0,"Fri, 09 Sep 2016 14:20:33",0.16510999999999998,marco fabiani,bosch-production-line-performance,,,↓14
136.0,9.0,"Fri, 09 Sep 2016 11:26:37  (-11.2d)",0.16457,ZohairZahid,bosch-production-line-performance,,,↓30
137.0,1.0,"Thu, 25 Aug 2016 15:01:26",0.15903,Tim Kreienkamp,bosch-production-line-performance,,,↓28
138.0,12.0,"Sat, 03 Sep 2016 00:18:55  (-2.8h)",0.1585,Chris Cross,bosch-production-line-performance,,,↓28
139.0,6.0,"Sun, 28 Aug 2016 14:58:09  (-3.9d)",0.15503,Revenge of the Dodo,bosch-production-line-performance,,,↓28
140.0,1.0,"Sun, 21 Aug 2016 23:33:43",0.15471,Yogurt,bosch-production-line-performance,,,↓28
141.0,7.0,"Fri, 09 Sep 2016 08:58:51  (-26.1h)",0.15424000000000002,tkm2261,bosch-production-line-performance,,,new
142.0,5.0,"Mon, 29 Aug 2016 15:45:55  (-5.4d)",0.15295,sourish,bosch-production-line-performance,,,↓29
143.0,5.0,"Fri, 09 Sep 2016 17:34:57",0.15227000000000002,LMNU,bosch-production-line-performance,,,↓23
144.0,5.0,"Sun, 04 Sep 2016 15:27:41",0.15017,Ayman Khalafallah,bosch-production-line-performance,,,↓30
145.0,2.0,"Mon, 29 Aug 2016 20:53:23  (-0.8h)",0.14894000000000002,ChipMonkey,bosch-production-line-performance,,,↓30
146.0,5.0,"Thu, 08 Sep 2016 02:16:27",0.14490999999999998,fxarte,bosch-production-line-performance,,,new
147.0,1.0,"Thu, 08 Sep 2016 00:44:59",0.14329,John Cusack,bosch-production-line-performance,,,new
148.0,1.0,"Sat, 27 Aug 2016 00:10:57",0.14312,Alex K,bosch-production-line-performance,,,↓31
149.0,3.0,"Thu, 18 Aug 2016 04:07:22",0.14311,jeffd23,bosch-production-line-performance,,,↓31
150.0,2.0,"Thu, 01 Sep 2016 06:27:43",0.1416,mlesna,bosch-production-line-performance,,,↓31
151.0,4.0,"Thu, 08 Sep 2016 00:50:14  (-7.1h)",0.14068,kane,bosch-production-line-performance,,,↑5
152.0,1.0,"Thu, 08 Sep 2016 17:37:42",0.13652999999999998,Jüri Kuusik,bosch-production-line-performance,,,new
153.0,10.0,"Fri, 02 Sep 2016 20:02:36",0.13475,Amin Vakhshouri,bosch-production-line-performance,,,↓31
154.0,2.0,"Mon, 05 Sep 2016 23:45:00",0.13451,HAL 9000,bosch-production-line-performance,,,new
155.0,16.0,"Fri, 26 Aug 2016 04:05:07  (-4d)",0.13432,Chuck Bolin,bosch-production-line-performance,,,↓32
156.0,4.0,"Fri, 09 Sep 2016 08:56:59",0.13389,PokutnikAlexander,bosch-production-line-performance,,,new
157.0,6.0,"Sun, 04 Sep 2016 21:35:59  (-5.3d)",0.13239,perl,bosch-production-line-performance,,,↓33
158.0,2.0,"Wed, 07 Sep 2016 20:27:50  (-0.1h)",0.13193,Tien-Dung Le,bosch-production-line-performance,,,new
159.0,4.0,"Sun, 04 Sep 2016 07:13:51",0.13115,fullflu,bosch-production-line-performance,,,↓34
160.0,3.0,"Fri, 02 Sep 2016 20:25:46  (-3d)",0.13051,Red Bean Bun  homeless trash  Mr.Loaf,bosch-production-line-performance,,,↓34
161.0,1.0,"Sat, 03 Sep 2016 20:41:03",0.13008,DrGilermo,bosch-production-line-performance,,,↓34
162.0,8.0,"Fri, 09 Sep 2016 06:12:50  (-1.3h)",0.12905,rc95401,bosch-production-line-performance,,,↑68
163.0,5.0,"Fri, 19 Aug 2016 13:02:37  (-10.1h)",0.12753,Nate Holland,bosch-production-line-performance,,,↓35
164.0,5.0,"Tue, 23 Aug 2016 12:36:22  (-18.6h)",0.12664,Daggy,bosch-production-line-performance,,,↓34
165.0,13.0,"Mon, 29 Aug 2016 06:39:30  (-2.7d)",0.12525,dhruv,bosch-production-line-performance,,,↓34
166.0,4.0,"Thu, 08 Sep 2016 04:15:03  (-24.8h)",0.11859000000000001,broccoli7,bosch-production-line-performance,,,↑3
167.0,1.0,"Wed, 07 Sep 2016 20:16:09",0.11809000000000001,socratic,bosch-production-line-performance,,,new
168.0,2.0,"Tue, 06 Sep 2016 00:38:42",0.11714000000000001,MCOC,bosch-production-line-performance,,,new
169.0,5.0,"Fri, 02 Sep 2016 16:53:28",0.11495,Yu Hai,bosch-production-line-performance,,,↓37
170.0,3.0,"Mon, 05 Sep 2016 07:44:50",0.11265,Pineapple-Ham  #weakreject  #feelthelearn,bosch-production-line-performance,,,↓20
171.0,4.0,"Wed, 24 Aug 2016 13:21:23",0.11197,ThoMas |richard  ThoMas  richard,bosch-production-line-performance,,,↓38
172.0,5.0,"Thu, 01 Sep 2016 07:36:05  (-0.6h)",0.10759,zzol,bosch-production-line-performance,,,↓38
173.0,11.0,"Mon, 05 Sep 2016 15:29:03",0.10725,Brandon Hoeksema,bosch-production-line-performance,,,↓28
174.0,3.0,"Thu, 08 Sep 2016 08:55:43",0.10147,ManuelWiest,bosch-production-line-performance,,,new
175.0,4.0,"Thu, 01 Sep 2016 04:25:05  (-6.7d)",0.09702000000000001,DataGeek_Blr  RamaMohanD  SubhaGanapathi,bosch-production-line-performance,,,↓40
176.0,88.0,"Thu, 08 Sep 2016 22:53:00  (-6.3d)",0.09573999999999999,Lucien de Rubempre,bosch-production-line-performance,,,↓40
177.0,8.0,"Fri, 09 Sep 2016 10:24:31  (-11.9d)",0.09477999999999999,Yuichi Iwanami,bosch-production-line-performance,,,↓40
178.0,3.0,"Fri, 02 Sep 2016 16:57:40  (-42.8h)",0.09452999999999999,Sangamesh & Bonan  Bonan  Sangamesh Ragate,bosch-production-line-performance,,,↓40
179.0,2.0,"Wed, 07 Sep 2016 11:55:02  (-22.9h)",0.09439,pwkul,bosch-production-line-performance,,,new
180.0,2.0,"Fri, 02 Sep 2016 21:51:17",0.09387999999999999,liveleker,bosch-production-line-performance,,,↓41
181.0,2.0,"Tue, 23 Aug 2016 10:40:10",0.09278,SimonPreis,bosch-production-line-performance,,,↓41
182.0,9.0,"Tue, 06 Sep 2016 01:32:48  (-4.2d)",0.08723,Sairaam Varadarajan,bosch-production-line-performance,,,↓40
183.0,2.0,"Wed, 31 Aug 2016 11:13:10  (-22.7h)",0.08713,Vitaliy,bosch-production-line-performance,,,↓40
184.0,5.0,"Wed, 07 Sep 2016 19:51:45  (-0.1h)",0.08534,Michael Weingartner,bosch-production-line-performance,,,new
185.0,4.0,"Tue, 06 Sep 2016 13:07:19  (-5.8d)",0.08494,Igor Mikhalev,bosch-production-line-performance,,,↓41
186.0,1.0,"Tue, 06 Sep 2016 05:52:10",0.0829,sharat,bosch-production-line-performance,,,new
187.0,1.0,"Tue, 06 Sep 2016 20:41:31",0.08188,Pietro Marini,bosch-production-line-performance,,,new
188.0,3.0,"Sat, 03 Sep 2016 21:51:42",0.07976,Jochen Voss,bosch-production-line-performance,,,↓42
189.0,2.0,"Fri, 09 Sep 2016 10:51:17  (-13h)",0.07887000000000001,MateuszBuda,bosch-production-line-performance,,,new
190.0,1.0,"Sun, 28 Aug 2016 18:27:13",0.07771,Marc-Emmanuel Coupvent des Graviers,bosch-production-line-performance,,,↓43
191.0,2.0,"Mon, 05 Sep 2016 09:26:23",0.07295,SCS BullDogs,bosch-production-line-performance,,,↓13
192.0,7.0,"Mon, 22 Aug 2016 16:53:44  (-0h)",0.07215,SM,bosch-production-line-performance,,,↓44
193.0,3.0,"Sun, 04 Sep 2016 04:42:13  (-25.6h)",0.06371,SniperRampage,bosch-production-line-performance,,,↓44
194.0,3.0,"Thu, 08 Sep 2016 11:51:34  (-14.7h)",0.06213,Pierre,bosch-production-line-performance,,,new
195.0,2.0,"Fri, 09 Sep 2016 17:37:24",0.05936,the1owl,bosch-production-line-performance,,,new
196.0,2.0,"Mon, 05 Sep 2016 22:00:01",0.05776,AntoinePassemiers,bosch-production-line-performance,,,↑9
197.0,1.0,"Thu, 01 Sep 2016 12:03:24",0.055970000000000006,matzeball,bosch-production-line-performance,,,↓46
198.0,1.0,"Wed, 07 Sep 2016 06:24:31",0.05509,Ilya Krasnikov,bosch-production-line-performance,,,new
199.0,13.0,"Mon, 29 Aug 2016 22:03:40  (-2.8d)",0.05476,Mandelbrot,bosch-production-line-performance,,,↓47
200.0,2.0,"Fri, 26 Aug 2016 14:51:13  (-13.8h)",0.05445,mhv2109,bosch-production-line-performance,,,↓47
201.0,1.0,"Fri, 26 Aug 2016 14:49:33",0.052110000000000004,canol,bosch-production-line-performance,,,↓47
202.0,1.0,"Sun, 28 Aug 2016 21:54:28",0.04623,MarkGebhard,bosch-production-line-performance,,,↓47
203.0,1.0,"Sun, 21 Aug 2016 15:36:15",0.0347,Hiraku,bosch-production-line-performance,,,↓46
204.0,1.0,"Fri, 09 Sep 2016 16:28:07",0.03082,PhxZ,bosch-production-line-performance,,,new
205.0,7.0,"Fri, 09 Sep 2016 21:20:43  (-5d)",0.03027,Bavaria  hami  ErikSchumacher,bosch-production-line-performance,,,↓47
206.0,2.0,"Wed, 07 Sep 2016 21:12:34",0.03015,Alexia,bosch-production-line-performance,,,new
207.0,1.0,"Fri, 09 Sep 2016 19:27:29",0.02901,gongzhitaao,bosch-production-line-performance,,,new
208.0,3.0,"Tue, 30 Aug 2016 21:19:12  (-8.1h)",0.027880000000000002,YigitOktar,bosch-production-line-performance,,,↓49
209.0,3.0,"Thu, 01 Sep 2016 16:59:21  (-1.5h)",0.027460000000000002,abertrand,bosch-production-line-performance,,,↓49
210.0,1.0,"Sun, 28 Aug 2016 12:42:06",0.025830000000000002,Ian Lin,bosch-production-line-performance,,,↓49
211.0,2.0,"Sun, 04 Sep 2016 23:20:16",0.023540000000000002,Victor Matvienko,bosch-production-line-performance,,,↓48
212.0,1.0,"Fri, 09 Sep 2016 17:07:49",0.02231,soondaah0,bosch-production-line-performance,,,new
213.0,2.0,"Fri, 26 Aug 2016 04:34:27",0.02052,Tanoshii Jinsei,bosch-production-line-performance,,,↓51
214.0,1.0,"Tue, 30 Aug 2016 00:20:59",0.016659999999999998,StoZ,bosch-production-line-performance,,,↓50
215.0,2.0,"Fri, 02 Sep 2016 05:23:09  (-5d)",0.01612,Tux the Penguin,bosch-production-line-performance,,,↓50
216.0,1.0,"Thu, 08 Sep 2016 23:34:31",0.01489,IkjyotSinghKohli,bosch-production-line-performance,,,new
217.0,1.0,"Sun, 04 Sep 2016 14:45:40",0.01454,Markus Neusinger,bosch-production-line-performance,,,↓51
218.0,7.0,"Fri, 26 Aug 2016 14:28:59",0.0135,all_random,bosch-production-line-performance,,,↓51
219.0,1.0,"Fri, 09 Sep 2016 21:33:05",0.01324,HueyKwik,bosch-production-line-performance,,,new
220.0,1.0,"Mon, 05 Sep 2016 18:38:46",0.012190000000000001,gchahine86,bosch-production-line-performance,,,new
221.0,1.0,"Tue, 30 Aug 2016 15:25:45",0.01064,Foremoxa,bosch-production-line-performance,,,↓53
222.0,3.0,"Wed, 07 Sep 2016 07:54:02",0.00993,ZooeyDeschanel,bosch-production-line-performance,,,↑6
223.0,1.0,"Tue, 06 Sep 2016 16:30:57",0.007809999999999999,synapticsugar,bosch-production-line-performance,,,new
224.0,3.0,"Sat, 03 Sep 2016 14:52:33",0.00499,SteffenSchmitz,bosch-production-line-performance,,,↓54
225.0,1.0,"Thu, 01 Sep 2016 21:36:33",0.00476,dingils  eadali  Baran BALCI,bosch-production-line-performance,,,↓54
226.0,8.0,"Thu, 01 Sep 2016 01:13:10  (-0.1h)",0.0047,Tenniel Miao,bosch-production-line-performance,,,↓54
227.0,5.0,"Thu, 01 Sep 2016 18:41:42  (-0.1h)",0.00468,PreBosch  ManojSukhavasi  puneeth019  SainathAdapa,bosch-production-line-performance,,,↓54
228.0,1.0,"Sun, 28 Aug 2016 13:08:55",0.00417,heaven,bosch-production-line-performance,,,↓54
229.0,3.0,"Wed, 07 Sep 2016 13:54:35",0.00302,TeamWithSuchNameAlreadyExists  Fanis Kalimullin  Aleksandr Ermakov,bosch-production-line-performance,,,new
230.0,5.0,"Fri, 26 Aug 2016 20:23:51  (-0h)",0.00265,Professor Han students  wangkp  AllenJiang,bosch-production-line-performance,,,↓55
